"id","Rk.pass","QBrec","Cmp","Att.pass","Cmp.","Yds.pass","TD.pass","TD.","Int","Int.","Lng.pass","Y.A.pass","AY.A","Y.C","Y.G.pass","Rate","QBR","Sk","Yds.1.pass","NY.A","ANY.A","Sk.","X4QC","GWD","Rk.rush","Att.rush","Yds.rush","TD.rush","Lng.rush","Y.A.rush","Y.G.rush","A.G","Rec.rush","Yds.1.rush","Y.R.rush","TD.1","Lng.1","R.G.rush","Y.G.1","YScm","RRTD","Fmb.rush","Rk.rec","Rec.rec","Yds.rec","Y.R.rec","TD.rec","Lng.rec","R.G.rec","Y.G.rec","Fmb.rec"
"JeffAl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","16","105","0","38","6.6","6.6","1.0","89","1421","16.0","7","80","5.6","88.8","1526","7","3","10","89","1421","16.0","7","80","5.6","88.8","3"
"JenkA.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240","2","6","0","5","3.0","0.4","0.1","8","130","16.3","0","48","0.5","8.1","136","0","0","282","8","130","16.3","0","48","0.5","8.1","0"
"JennGr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","68","804","11.8","4","70","4.5","53.6","0"
"JennM.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"283","1","6","0","6","6.0","0.4","0.1","","","","","","","","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JennRa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","163","733","6","80","4.5","48.9","10.9","36","292","8.1","0","24","2.4","19.5","1025","6","0","126","36","292","8.1","0","24","2.4","19.5","0"
"JernJe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"241","2","57","1","49","28.5","3.8","0.1","29","329","11.3","2","30","1.9","21.9","386","3","1","155","29","329","11.3","2","30","1.9","21.9","1"
"JohnAn02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","109","1407","12.9","5","62","6.8","87.9","0"
"JohnCa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","84","1492","17.8","12","87","6.0","106.6","1"
"JohnCh04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","279","1077","6","30","3.9","67.3","17.4","42","345","8.2","4","66","2.6","21.6","1422","10","3","99","42","345","8.2","4","66","2.6","21.6","3"
"JohnDa04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"395","2","14","7.0","0","8","0.2","1.1","1"
"JohnDa05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348","4","70","17.5","0","32","0.8","14.0","0"
"JohnDa06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185","22","210","9.5","1","17","2.2","21.0","1"
"JohnDe02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","49","183","0","29","3.7","22.9","6.1","8","46","5.8","0","14","1.0","5.8","229","0","0","283","8","46","5.8","0","14","1.0","5.8","0"
"JohnJo05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170","7","20","0","10","2.9","10.0","3.5","","","","","","","","20","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JohnSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284","1","10","0","10","10.0","0.8","0.1","52","597","11.5","3","45","4.3","49.8","607","3","1","69","52","597","11.5","3","45","4.3","49.8","1"
"JohnWi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284","8","41","5.1","1","9","0.5","2.7","0"
"JoneDo01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"396","2","34","17.0","0","21","0.3","4.3","0"
"JoneFe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","48","184","0","14","3.8","11.5","3.0","9","63","7.0","0","15","0.6","3.9","247","0","1","270","9","63","7.0","0","15","0.6","3.9","1"
"JoneGr01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"242","2","2","0","4","1.0","0.1","0.1","5","34","6.8","0","19","0.3","2.1","36","0","0","332","5","34","6.8","0","19","0.3","2.1","0"
"JoneJa03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243","2","0","0","4","0.0","0.0","0.2","37","455","12.3","2","66","3.1","37.9","455","2","0","122","37","455","12.3","2","66","3.1","37.9","0"
"JoneJa04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","59","817","13.8","3","83","4.2","58.4","2"
"JoneJu02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285","1","7","0","7","7.0","1.4","0.2","41","580","14.1","2","81","8.2","116.0","587","2","2","102","41","580","14.1","2","81","8.2","116.0","2"
"JoneMa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","8","65","0","34","8.1","4.1","0.5","51","712","14.0","10","45","3.2","44.5","777","10","0","73","51","712","14.0","10","45","3.2","44.5","0"
"JoneTa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","5","23","0","19","4.6","1.4","0.3","2","55","27.5","0","52","0.1","3.4","78","0","2","397","2","55","27.5","0","52","0.1","3.4","2"
"KaepCo00","21","12-4-0","243","416","58.4","3197","21","5.0","8","1.9","64","7.7","7.8","13.2","199.8","91.6","77.07","39","231","6.52","6.65","8.6","3","4","51","92","524","4","28","5.7","32.8","5.8","","","","","","","","524","4","9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KariDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","12","51","0","14","4.3","7.3","1.7","1","-1","-1.0","0","-1","0.1","-0.1","50","0","0","432","1","-1","-1.0","0","-1","0.1","-0.1","0"
"KasaNi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"433","1","9","9.0","1","9","0.1","0.6","0"
"KearJe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186","22","346","15.7","4","43","1.5","23.1","2"
"KeenCa00","34","0-8-0","137","253","54.2","1760","9","3.6","6","2.4","66","7.0","6.6","12.8","220.0","78.2","34.47","19","201","5.73","5.40","7.0","","","138","14","72","1","22","5.1","9.0","1.8","","","","","","","","72","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KendLa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","32","258","8.1","4","21","2.1","17.2","0"
"KeoxSh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286","1","8","0","8","8.0","0.5","0.1","","","","","","","","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KerlJe00","71","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","0.03","0","0","0.00","0.00","0.0","","","200","4","11","0","8","2.8","0.9","0.3","43","523","12.2","3","26","3.6","43.6","534","3","0","96","43","523","12.2","3","26","3.6","43.6","0"
"KernBr20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"244","2","0","0","0","0.0","0.0","0.1","","","","","","","","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"koenemic01","63","","0","2","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","","0","0","0.00","0.00","0.0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KuhnJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153","10","38","1","12","3.8","2.5","0.7","13","81","6.2","0","20","0.9","5.4","119","1","2","234","13","81","6.2","0","20","0.9","5.4","2"
"LacyEd00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","284","1178","11","60","4.1","78.5","18.9","35","257","7.3","0","34","2.3","17.1","1435","11","1","130","35","257","7.3","0","34","2.3","17.1","1"
"LaFeBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"245","2","15","0","9","7.5","0.9","0.1","49","627","12.8","5","79","3.1","39.2","642","5","1","79","49","627","12.8","5","79","3.1","39.2","1"
"LannSp00","72","","1","1","100.0","11","1","100.0","0","0.0","11","11.0","31.0","11.0","0.7","152.1","","0","0","11.00","31.00","0.0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeacVo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149","11","23","0","6","2.1","1.4","0.7","11","47","4.3","1","12","0.7","2.9","70","1","1","252","11","47","4.3","1","12","0.7","2.9","1"
"LeonBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","47","182","0","24","3.9","11.4","2.9","29","179","6.2","0","19","1.8","11.2","361","0","0","156","29","179","6.2","0","19","1.8","11.2","0"
"LeshMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246","2","9","0","5","4.5","3.0","0.7","","","","","","","","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LewiMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173","25","359","14.4","4","41","2.3","32.6","1"
"LewiTh01","41","2-3-0","93","157","59.2","1092","4","2.5","3","1.9","57","7.0","6.6","11.7","182.0","81.0","24.07","18","100","5.67","5.35","10.3","1","1","116","24","52","1","8","2.2","8.7","4.0","","","","","","","","52","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LineZa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"434","1","8","8.0","0","8","0.3","2.7","0"
"LittGr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","41","465","11.3","2","47","2.6","29.1","0"
"LockJa00","40","4-3-0","111","183","60.7","1256","8","4.4","4","2.2","66","6.9","6.8","11.3","179.4","86.7","58.13","16","105","5.78","5.68","8.0","1","2","117","24","155","2","39","6.5","22.1","3.4","","","","","","","","155","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LockRi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287","1","-2","0","0","-2.0","-0.3","0.1","5","82","16.4","0","33","0.6","10.3","80","0","0","333","5","82","16.4","0","33","0.6","10.3","0"
"LongKy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"435","1","-1","-1.0","0","-1","0.1","-0.1","1"
"LoriEr99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"253","11","47","4.3","0","20","0.7","3.1","0"
"LuckAn00","11","11-5-0","343","570","60.2","3822","23","4.0","9","1.6","73","6.7","6.8","11.1","238.9","87.0","62","32","227","5.97","6.06","5.3","4","4","67","63","377","4","29","6.0","23.6","3.9","","","","","","","","377","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LyncCo99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288","1","3","0","3","3.0","0.4","0.1","","","","","","","","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LyncMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","301","1257","12","43","4.2","78.6","18.8","36","316","8.8","2","55","2.3","19.8","1573","14","4","127","36","316","8.8","2","55","2.3","19.8","4"
"MaehJe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"349","4","67","16.8","1","37","0.3","4.2","0"
"MannEl00","12","7-9-0","317","551","57.5","3818","18","3.3","27","4.9","70","6.9","5.4","12.0","238.6","69.4","36.53","39","281","5.99","4.55","6.6","1","2","128","18","36","0","14","2.0","2.3","1.1","","","","","","","","36","0","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MannMa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271","9","85","9.4","0","14","1.5","14.2","0"
"MannPe00","1","13-3-0","450","659","68.3","5477","55","8.3","10","1.5","78","8.3","9.3","12.2","342.3","115.1","82.93","18","120","7.91","8.87","2.7","2","2","105","32","-31","1","1","-1.0","-1.9","2.0","","","","","","","","-31","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ManuEJ00","28","4-6-0","180","306","58.8","1972","11","3.6","9","2.9","45","6.4","5.8","11.0","197.2","77.7","42.26","28","159","5.43","4.87","8.4","1","2","77","53","186","2","19","3.5","18.6","5.3","","","","","","","","186","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MaraCh99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289","1","0","0","0","0.0","0.0","0.1","","","","","","","","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MarsBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","100","1295","13.0","12","44","6.3","80.9","0"
"MartDo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","127","456","1","28","3.6","76.0","21.2","12","66","5.5","0","13","2.0","11.0","522","1","2","244","12","66","5.5","0","13","2.0","11.0","2"
"MartKe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","22","253","11.5","2","32","1.4","15.8","2"
"MartSa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247","2","3","0","3","1.5","0.2","0.1","","","","","","","","3","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MastJe20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"315","6","88","14.7","0","41","0.4","5.5","0"
"MathRy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","285","1255","6","51","4.4","78.4","17.8","26","189","7.3","1","17","1.6","11.8","1444","7","2","164","26","189","7.3","1","17","1.6","11.8","2"
"MattRi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","41","448","10.9","2","29","2.6","28.0","0"
"McBrMa20","73","","1","1","100.0","30","0","0.0","0","0.0","30","30.0","30.0","30.0","3.3","118.7","","0","0","30.00","30.00","0.0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McClDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"162","8","5","0","5","0.6","0.3","0.5","53","511","9.6","2","43","3.5","34.1","516","2","2","64","53","511","9.6","2","43","3.5","34.1","2"
"McClLe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150","11","32","0","7","2.9","2.0","0.7","2","-7","-3.5","0","7","0.1","-0.4","25","0","0","398","2","-7","-3.5","0","7","0.1","-0.4","0"
"McCoCo00","75","","1","1","100.0","13","0","0.0","0","0.0","13","13.0","13.0","13.0","3.3","118.7","94.98","0","0","13.00","13.00","0.0","","","178","6","-6","0","-1","-1.0","-1.5","1.5","","","","","","","","-6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoJo01","37","3-2-0","149","224","66.5","1829","13","5.8","1","0.4","80","8.2","9.1","12.3","228.6","109.0","85.09","11","37","7.63","8.54","4.7","1","1","141","13","69","1","20","5.3","8.6","1.6","","","","","","","","69","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoLe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","314","1607","9","57","5.1","100.4","19.6","52","539","10.4","2","70","3.3","33.7","2146","11","1","70","52","539","10.4","2","70","3.3","33.7","1"
"McCoLu00","74","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","","0","0","0.00","0.00","0.0","","","210","3","-4","0","-1","-1.3","-0.3","0.2","","","","","","","","-4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"McDoVa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285","8","119","14.9","0","25","0.5","7.9","0"
"McFaDa00","76","","1","1","100.0","16","1","100.0","0","0.0","16","16.0","36.0","16.0","1.6","158.3","99.19","0","0","16.00","36.00","0.0","","","43","114","379","5","30","3.3","37.9","11.4","17","108","6.4","0","16","1.7","10.8","487","5","1","214","17","108","6.4","0","16","1.7","10.8","1"
"McGaWi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","138","377","2","16","2.7","31.4","11.5","8","20","2.5","0","9","0.7","1.7","397","2","1","286","8","20","2.5","0","9","0.7","1.7","1"
"McGlMa01","38","1-5-0","118","211","55.9","1547","8","3.8","8","3.8","52","7.3","6.4","13.1","221.0","76.1","49.47","6","53","6.88","5.96","2.8","","","151","11","27","0","20","2.5","3.9","1.6","","","","","","","","27","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGrSe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165","26","302","11.6","2","25","1.6","18.9","0"
"McNeMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"436","1","5","5.0","0","5","0.1","0.4","0"
"MeacRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"248","2","-1","0","4","-0.5","-0.1","0.1","16","324","20.3","2","60","1.1","21.6","323","2","0","217","16","324","20.3","2","60","1.1","21.6","0"
"MeesBr20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437","1","9","9.0","0","9","0.1","0.6","2"
"MendRa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","217","687","8","28","3.2","45.8","14.5","18","134","7.4","0","24","1.2","8.9","821","8","4","207","18","134","7.4","0","24","1.2","8.9","4"
"MichCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129","18","79","0","13","4.4","26.3","6.0","","","","","","","","79","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MillBr02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"171","7","13","0","4","1.9","0.9","0.5","25","243","9.7","0","43","1.8","17.4","256","0","1","174","25","243","9.7","0","43","1.8","17.4","1"
"MillHe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","58","593","10.2","1","31","4.1","42.4","1"
"MillLa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","177","709","2","49","4.0","44.3","11.1","26","170","6.5","0","22","1.6","10.6","879","2","1","166","26","170","6.5","0","22","1.6","10.6","1"
"MillZa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135","33","387","11.7","5","60","2.4","27.6","0"
"MoonCo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"316","6","32","5.3","0","22","0.5","2.7","0"
"MoorDe02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","46","695","15.1","5","73","3.5","53.5","0"
