"team","year","league","w","l","t","playoffs","pts.for","pts.ag","pt.dif","coach","o.pt.rnk","o.yd.rnk","d.pt.rnk","d.yd.rnk","pt.dif.rnk","yd.dif.rnk","n.teams","w.pct","pt.dif.gm","pt.dif.qnt","pt.dif.zs"
"pit",1938,"NFL",2,9,0,"",79,169,-90,"McNally",10,7,9,7,10,7,10,0.181818181818182,-8.18181818181818,0,-1.20096115353815
"pit",1937,"NFL",4,7,0,"",122,145,-23,"McNally",7,7,6,4,6,6,10,0.363636363636364,-2.09090909090909,0.444444444444444,-0.271035118693293
"pit",1936,"NFL",6,6,0,"",98,187,-89,"Bach",6,7,8,9,8,9,9,0.5,-7.41666666666667,0.125,-0.780968462558666
"pit",1935,"NFL",4,8,0,"",100,209,-109,"Bach",5,9,9,9,8,9,9,0.333333333333333,-9.08333333333333,0.125,-1.20620822346485
"pit",1934,"NFL",2,10,0,"",51,206,-155,"DiMeolo",10,6,9,10,10,9,11,0.166666666666667,-12.9166666666667,0.1,-1.40296835246975
"pit",1933,"NFL",3,6,2,"",67,208,-141,"Douds",8,8,10,9,10,9,10,0.272727272727273,-12.8181818181818,0,-1.55650331014565
"sdg",2013,"NFL",4,4,0,"",192,174,18,"McCoy",15,6,11,28,13,10,32,0.5,2.25,0.612903225806452,0.267875360166952
"sdg",2012,"NFL",7,9,0,"",350,350,0,"Turner",20,31,16,9,16,25,32,0.4375,0,0.516129032258065,0
"sdg",2011,"NFL",8,8,0,"",406,377,29,"Turner",5,6,22,16,11,6,32,0.5,1.8125,0.67741935483871,0.263147843360732
"sdg",2010,"NFL",9,7,0,"",441,322,119,"Turner",2,1,10,1,5,1,32,0.5625,7.4375,0.870967741935484,1.22705024921051
"sdg",2009,"NFL",13,3,0,"Lost Div",454,320,134,"Turner",4,10,11,16,5,12,32,0.8125,8.375,0.870967741935484,1.12314137959296
"sdg",2008,"NFL",8,8,0,"Lost Div",439,347,92,"Turner",2,11,15,25,7,21,32,0.5,5.75,0.806451612903226,0.858094597454579
"sdg",2007,"NFL",11,5,0,"Lost Conf",412,284,128,"Turner",5,20,5,14,5,19,32,0.6875,8,0.870967741935484,1.10044756816993
"sdg",2006,"NFL",14,2,0,"Lost Div",492,303,189,"Schottenheimer",1,4,7,10,1,2,32,0.875,11.8125,1,2.04259551410039
"sdg",2005,"NFL",9,7,0,"",418,312,106,"Schottenheimer",5,10,13,13,7,6,32,0.5625,6.625,0.806451612903226,1.00129732147711
"sdg",2004,"NFL",12,4,0,"Lost WC",446,313,133,"Schottenheimer",3,10,11,18,3,13,32,0.75,8.3125,0.935483870967742,1.45525675866379
"sdg",2003,"NFL",4,12,0,"",313,441,-128,"Schottenheimer",16,14,31,27,30,24,32,0.25,-8,0.0645161290322581,-1.29794353978449
"sdg",2002,"NFL",8,8,0,"",333,367,-34,"Schottenheimer",20,16,22,30,21,26,32,0.5,-2.125,0.354838709677419,-0.38320017313004
"sdg",2001,"NFL",5,11,0,"",332,321,11,"Riley",14,11,16,11,13,8,31,0.3125,0.6875,0.6,0.11216278741964
"sdg",2000,"NFL",1,15,0,"",269,440,-171,"Riley",26,28,29,13,28,22,31,0.0625,-10.6875,0.1,-1.4651749613777
"sdg",1999,"NFL",8,8,0,"",269,316,-47,"Riley",28,26,10,12,22,23,31,0.5,-2.9375,0.3,-0.438941901250589
"sdg",1998,"NFL",5,11,0,"",241,342,-101,"Jones,Gilbride",29,24,18,1,26,10,30,0.3125,-6.3125,0.137931034482759,-0.907185909160221
"sdg",1997,"NFL",4,12,0,"",266,425,-159,"Gilbride",26,28,30,21,30,28,30,0.25,-9.9375,0,-1.79486167795609
"sdg",1996,"NFL",8,8,0,"",310,376,-66,"Ross",18,26,24,23,22,28,30,0.5,-4.125,0.275862068965517,-0.699764004328676
"sdg",1995,"NFL",9,7,0,"Lost WC",321,323,-2,"Ross",19,16,6,10,16,14,30,0.5625,-0.125,0.482758620689655,-0.023591816555837
"sdg",1994,"NFL",11,5,0,"Lost SB",381,306,75,"Ross",5,11,9,14,6,11,28,0.6875,4.6875,0.814814814814815,0.881803891690555
"sdg",1993,"NFL",8,8,0,"",322,290,32,"Ross",10,14,12,18,10,19,28,0.5,2,0.666666666666667,0.354617957379929
"sdg",1992,"NFL",11,5,0,"Lost Div",335,241,94,"Ross",9,6,4,4,7,5,28,0.6875,5.875,0.777777777777778,0.92533152190307
"sdg",1991,"NFL",4,12,0,"",274,342,-68,"Henning",21,13,21,19,22,14,28,0.25,-4.25,0.222222222222222,-0.605001290828774
"sdg",1990,"NFL",6,10,0,"",315,281,34,"Henning",17,15,10,5,12,7,28,0.375,2.125,0.592592592592593,0.325560286593963
"sdg",1989,"NFL",6,10,0,"",266,290,-24,"Henning",23,21,9,6,17,14,28,0.375,-1.5,0.407407407407407,-0.243635640884017
"sdg",1988,"NFL",6,10,0,"",231,332,-101,"Saunders",27,26,18,21,27,26,28,0.375,-6.3125,0.0370370370370371,-1.27917579911062
"sdg",1987,"NFL",8,7,0,"",253,317,-64,"Saunders",27,21,15,15,23,18,28,0.533333333333333,-4.26666666666667,0.185185185185185,-0.706599018909871
"sdg",1986,"NFL",4,12,0,"",335,396,-61,"Saunders,Coryell",15,12,24,23,23,17,28,0.25,-3.8125,0.185185185185185,-0.623947436584852
"sdg",1985,"NFL",8,8,0,"",467,435,32,"Coryell",1,1,25,28,11,10,28,0.5,2,0.62962962962963,0.308162245370749
"sdg",1984,"NFL",7,9,0,"",394,413,-19,"Coryell",6,4,24,26,17,7,28,0.4375,-1.1875,0.407407407407407,-0.160701794540102
"sdg",1983,"NFL",6,10,0,"",358,462,-104,"Coryell",12,1,28,26,26,11,28,0.375,-6.5,0.0740740740740741,-1.18119692425445
"sdg",1982,"NFL",6,3,0,"Lost Div",288,221,67,"Coryell",1,1,24,25,3,1,28,0.666666666666667,7.44444444444444,0.925925925925926,1.2231413460888
"sdg",1981,"NFL",10,6,0,"Lost Conf",478,390,88,"Coryell",1,1,26,27,5,6,28,0.625,5.5,0.851851851851852,0.92299793744041
"sdg",1980,"NFL",11,5,0,"Lost Conf",418,327,91,"Coryell",4,1,18,6,6,1,28,0.6875,5.6875,0.814814814814815,0.929112626216255
"sdg",1979,"NFL",12,4,0,"Lost Div",411,246,165,"Coryell",2,5,2,5,1,4,28,0.75,10.3125,1,2.14329231756419
"sdg",1978,"NFL",9,7,0,"",355,309,46,"Coryell,Prothro",6,4,21,8,7,4,28,0.5625,2.875,0.777777777777778,0.595454819797337
"sdg",1977,"NFL",7,7,0,"",222,205,17,"Prothro",18,15,6,6,11,9,28,0.5,1.21428571428571,0.62962962962963,0.192933760716359
"sdg",1976,"NFL",6,8,0,"",248,285,-37,"Prothro",19,11,18,22,17,15,28,0.428571428571429,-2.64285714285714,0.407407407407407,-0.286544101166913
"sdg",1975,"NFL",2,12,0,"",189,345,-156,"Prothro",25,25,20,23,23,26,26,0.142857142857143,-11.1428571428571,0.12,-1.25589047936763
"sdg",1974,"NFL",5,9,0,"",212,285,-73,"Prothro",20,7,19,26,20,18,26,0.357142857142857,-5.21428571428571,0.24,-0.83205918223835
"sdg",1973,"NFL",2,11,1,"",188,386,-198,"Waller,Svare",25,19,24,22,25,21,26,0.142857142857143,-14.1428571428571,0.04,-1.57189597204696
"sdg",1972,"NFL",4,9,1,"",264,344,-80,"Svare",18,10,20,10,20,10,26,0.285714285714286,-5.71428571428571,0.24,-0.669901165885867
"sdg",1971,"NFL",6,8,0,"",311,341,-30,"Gillman,Svare",7,2,23,24,15,11,26,0.428571428571429,-2.14285714285714,0.44,-0.303162100942823
"sdg",1970,"NFL",5,6,3,"",282,278,4,"Waller",14,15,17,21,14,18,26,0.357142857142857,0.285714285714286,0.48,0.0399199211170364
"sdg",1969,"AFL",8,6,0,"",288,276,12,"Waller,Gillman",5,2,4,6,4,5,10,0.571428571428571,0.857142857142857,0.666666666666667,0.115168451482246
"sdg",1968,"AFL",9,5,0,"",382,310,72,"Gillman",3,2,5,6,4,3,10,0.642857142857143,5.14285714285714,0.666666666666667,0.510150474069239
"sdg",1967,"AFL",8,5,1,"",360,352,8,"Gillman",4,2,6,7,5,4,9,0.571428571428571,0.571428571428571,0.5,0.0658230023396357
"sdg",1966,"AFL",7,6,1,"",335,284,51,"Gillman",3,5,4,7,3,6,9,0.5,3.64285714285714,0.75,0.42116192384754
"sdg",1965,"AFL",9,2,3,"Lost Conf",340,227,113,"Gillman",1,1,2,1,1,1,8,0.642857142857143,8.07142857142857,1,1.35835549021045
"sdg",1964,"AFL",8,5,1,"Lost Conf",341,300,41,"Gillman",4,5,3,3,4,3,8,0.571428571428571,2.92857142857143,0.571428571428571,0.413758632130387
"sdg",1963,"AFL",11,3,0,"Won Champ",399,255,144,"Gillman",1,1,1,4,1,1,8,0.785714285714286,10.2857142857143,1,1.21836555604631
"sdg",1962,"AFL",4,10,0,"",314,392,-78,"Gillman",5,6,7,4,6,6,8,0.285714285714286,-5.57142857142857,0.285714285714286,-0.703231532618132
"sdg",1961,"AFL",12,2,0,"Lost Conf",396,219,177,"Gillman",3,3,1,1,2,2,8,0.857142857142857,12.6428571428571,0.857142857142857,1.35605502258367
"sdg",1960,"AFL",10,4,0,"Lost Conf",373,336,37,"Gillman",3,3,4,3,3,2,8,0.714285714285714,2.64285714285714,0.714285714285714,0.421099412681616
"sfo",2013,"NFL",6,2,0,"",218,145,73,"Harbaugh",5,16,4,6,5,9,32,0.75,9.125,0.870967741935484,1.08638340512153
"sfo",2012,"NFL",11,4,1,"Lost SB",397,273,124,"Harbaugh",11,11,2,3,4,3,32,0.6875,7.75,0.903225806451613,1.11347756185424
"sfo",2011,"NFL",13,3,0,"Lost Conf",380,229,151,"Harbaugh",11,26,2,4,4,14,32,0.8125,9.4375,0.903225806451613,1.37018359818864
"sfo",2010,"NFL",6,10,0,"",305,346,-41,"Singletary,Tomsula",24,24,16,13,20,21,32,0.375,-2.5625,0.387096774193548,-0.422765211912864
"sfo",2009,"NFL",8,8,0,"",330,281,49,"Singletary",18,27,4,15,13,24,32,0.5,3.0625,0.612903225806452,0.410700952239218
"sfo",2008,"NFL",7,9,0,"",339,381,-42,"Singletary,Nolan",22,23,23,13,23,23,32,0.4375,-2.625,0.290322580645161,-0.391738837968395
"sfo",2007,"NFL",5,11,0,"",219,364,-145,"Nolan",32,32,20,25,29,32,32,0.3125,-9.0625,0.0967741935483871,-1.2466007608175
"sfo",2006,"NFL",7,9,0,"",298,412,-114,"Nolan",24,26,32,26,29,27,32,0.4375,-7.125,0.0967741935483871,-1.23204173866372
"sfo",2005,"NFL",4,12,0,"",239,428,-189,"Nolan",30,32,30,32,32,32,32,0.25,-11.8125,0,-1.78533201659597
"sfo",2004,"NFL",2,14,0,"",259,452,-193,"Erickson",30,26,32,24,32,30,32,0.125,-12.0625,0,-2.11176356708354
"sfo",2003,"NFL",7,9,0,"",384,337,47,"Erickson",9,5,21,13,13,6,32,0.4375,2.9375,0.612903225806452,0.476588643514617
"sfo",2002,"NFL",10,6,0,"Lost Div",367,351,16,"Mariucci",13,8,18,14,17,10,32,0.625,1,0.483870967741935,0.180329493237666
"sfo",2001,"NFL",12,4,0,"Lost WC",409,282,127,"Mariucci",3,4,9,13,5,3,31,0.75,7.9375,0.866666666666667,1.29497036384494
"sfo",2000,"NFL",6,10,0,"",388,422,-34,"Mariucci",6,4,28,29,21,14,31,0.375,-2.125,0.333333333333333,-0.291321337349951
"sfo",1999,"NFL",4,12,0,"",295,453,-158,"Mariucci",22,10,30,28,28,22,31,0.25,-9.875,0.1,-1.47559192335304
"sfo",1998,"NFL",12,4,0,"Lost Div",479,328,151,"Mariucci",3,1,13,23,4,1,30,0.75,9.4375,0.896551724137931,1.35628784438805
"sfo",1997,"NFL",13,3,0,"Lost Conf",375,265,110,"Mariucci",5,12,3,1,4,2,30,0.8125,6.875,0.896551724137931,1.24172820487529
"sfo",1996,"NFL",12,4,0,"Lost Div",398,257,141,"Seifert",3,6,4,7,3,4,30,0.75,8.8125,0.931034482758621,1.49495037288399
"sfo",1995,"NFL",11,5,0,"Lost Div",457,258,199,"Seifert",1,2,2,1,1,1,30,0.6875,12.4375,1,2.34738574730578
"sfo",1994,"NFL",13,3,0,"Won SB",505,296,209,"Seifert",1,2,6,8,1,1,28,0.8125,13.0625,1,2.45729351151101
"sfo",1993,"NFL",10,6,0,"Lost Conf",473,295,178,"Seifert",1,1,16,15,1,1,28,0.625,11.125,1,1.97256238792585
"sfo",1992,"NFL",14,2,0,"Lost Conf",431,236,195,"Seifert",1,1,3,15,1,3,28,0.875,12.1875,1,1.91957071033084
"sfo",1991,"NFL",10,6,0,"",393,239,154,"Seifert",3,3,4,6,2,2,28,0.625,9.625,0.962962962962963,1.37014998217105
"sfo",1990,"NFL",14,2,0,"Lost Conf",353,239,114,"Seifert",8,2,2,3,3,1,28,0.875,7.125,0.925925925925926,1.09158449034446
"sfo",1989,"NFL",14,2,0,"Won SB",442,253,189,"Seifert",1,1,3,4,1,1,28,0.875,11.8125,1,1.91863067196163
"sfo",1988,"NFL",10,6,0,"Won SB",369,294,75,"Walsh",7,2,8,3,6,2,28,0.625,4.6875,0.814814814814815,0.949883019141551
"sfo",1987,"NFL",13,2,0,"Lost Div",459,253,206,"Walsh",1,1,3,1,1,1,28,0.866666666666667,13.7333333333333,1,2.27436559211615
"sfo",1986,"NFL",10,5,1,"Lost Div",374,247,127,"Walsh",7,3,3,6,3,3,28,0.625,7.9375,0.925925925925926,1.29903810567666
"sfo",1985,"NFL",10,6,0,"Lost WC",411,263,148,"Walsh",5,2,2,14,2,7,28,0.625,9.25,0.962962962962963,1.42525038483971
"sfo",1984,"NFL",15,1,0,"Won SB",475,227,248,"Walsh",2,2,1,10,1,4,28,0.9375,15.5,1,2.09758131820764
"sfo",1983,"NFL",10,6,0,"Lost Conf",432,293,139,"Walsh",4,4,4,10,2,4,28,0.625,8.6875,0.962962962962963,1.57871511991701
"sfo",1982,"NFL",3,6,0,"",209,206,3,"Walsh",7,3,23,21,12,9,28,0.333333333333333,0.333333333333333,0.592592592592593,0.0547675229591998
"sfo",1981,"NFL",13,3,0,"Won SB",357,250,107,"Walsh",7,13,2,2,3,3,28,0.8125,6.6875,0.925925925925926,1.12228158302414
"sfo",1980,"NFL",6,10,0,"",320,415,-95,"Walsh",12,12,26,27,24,22,28,0.375,-5.9375,0.148148148148148,-0.969952741654332
"sfo",1979,"NFL",2,14,0,"",308,416,-108,"Walsh",16,6,27,20,27,10,28,0.125,-6.75,0.0370370370370371,-1.40288224422383
"sfo",1978,"NFL",2,14,0,"",219,350,-131,"O'Connor,McCulley",28,27,23,21,27,27,28,0.125,-8.1875,0.0370370370370371,-1.69575176942285
"sfo",1977,"NFL",5,9,0,"",220,260,-40,"Meyer",19,22,20,3,19,12,28,0.357142857142857,-2.85714285714286,0.333333333333333,-0.453961789920845
"sfo",1976,"NFL",8,6,0,"",270,190,80,"Clark",13,18,3,2,10,12,28,0.571428571428571,5.71428571428571,0.666666666666667,0.619554813333866
"sfo",1975,"NFL",5,9,0,"",255,286,-31,"Nolan",16,16,14,10,14,13,26,0.357142857142857,-2.21428571428571,0.48,-0.249567979874336
"sfo",1974,"NFL",6,8,0,"",226,236,-10,"Nolan",19,14,11,12,15,13,26,0.428571428571429,-0.714285714285714,0.44,-0.113980709895664
"sfo",1973,"NFL",5,9,0,"",262,319,-57,"Nolan",14,8,19,20,16,14,26,0.357142857142857,-4.07142857142857,0.4,-0.452515507104428
"sfo",1972,"NFL",8,5,1,"Lost Div",353,249,104,"Nolan",4,8,9,14,5,11,26,0.571428571428571,7.42857142857143,0.84,0.870871515651626
"sfo",1971,"NFL",9,5,0,"Lost Conf",300,216,84,"Nolan",9,3,6,6,7,3,26,0.642857142857143,6,0.76,0.848853882639904
"sfo",1970,"NFL",10,3,1,"Lost Conf",352,267,85,"Nolan",1,2,14,13,6,7,26,0.714285714285714,6.07142857142857,0.8,0.848298323737023
"sfo",1969,"NFL",4,8,2,"",277,319,-42,"Nolan",10,2,10,7,11,3,16,0.285714285714286,-3,0.333333333333333,-0.403089580187861
"sfo",1968,"NFL",7,6,1,"",303,310,-7,"Nolan",6,3,9,7,8,5,16,0.5,-0.5,0.533333333333333,-0.0495979627567316
"sfo",1967,"NFL",7,7,0,"",273,337,-64,"Christiansen",11,7,10,9,14,7,16,0.5,-4.57142857142857,0.133333333333333,-0.526584018717086
"sfo",1966,"NFL",6,6,2,"",320,325,-5,"Christiansen",6,3,10,8,8,5,15,0.428571428571429,-0.357142857142857,0.5,-0.0412903846909353
"sfo",1965,"NFL",7,6,1,"",421,402,19,"Christiansen",1,1,13,12,6,1,14,0.5,1.35714285714286,0.615384615384615,0.228396055876093
"sfo",1964,"NFL",4,10,0,"",236,330,-94,"Christiansen",14,7,10,12,12,12,14,0.285714285714286,-6.71428571428571,0.153846153846154,-0.94861735171357
"sfo",1963,"NFL",2,12,0,"",198,391,-193,"Christiansen,Hickey",14,14,13,14,14,14,14,0.142857142857143,-13.7857142857143,0,-1.63294827997873
"sfo",1962,"NFL",6,8,0,"",282,331,-49,"Hickey",11,13,7,7,8,11,14,0.428571428571429,-3.5,0.461538461538462,-0.441773655106262
"sfo",1961,"NFL",7,6,1,"",346,272,74,"Hickey",4,3,6,8,3,2,14,0.5,5.28571428571429,0.846153846153846,0.566938258029332
"sfo",1960,"NFL",7,5,0,"",208,205,3,"Hickey",10,11,1,6,8,9,13,0.583333333333333,0.25,0.416666666666667,0.0341431956228337
"sfo",1959,"NFL",7,5,0,"",255,237,18,"Hickey",6,11,5,11,6,10,12,0.583333333333333,1.5,0.545454545454545,0.208042885070754
"sfo",1958,"NFL",6,6,0,"",257,324,-67,"Albert",8,4,10,8,9,6,12,0.5,-5.58333333333333,0.272727272727273,-0.66928242716099
"sfo",1957,"NFL",8,4,0,"Lost Div",260,264,-4,"Albert",4,6,9,12,7,9,12,0.666666666666667,-0.333333333333333,0.454545454545455,-0.06663974695361
"sfo",1956,"NFL",5,6,1,"",233,284,-51,"Albert",8,6,9,10,9,10,12,0.416666666666667,-4.25,0.272727272727273,-0.728787798441392
"sfo",1955,"NFL",4,8,0,"",216,298,-82,"Strader",10,8,12,9,11,10,12,0.333333333333333,-6.83333333333333,0.0909090909090909,-1.33931416369103
"sfo",1954,"NFL",7,4,1,"",313,251,62,"Shaw",4,2,5,6,4,5,12,0.583333333333333,5.16666666666667,0.727272727272727,0.493251192299774
"sfo",1953,"NFL",9,3,0,"",372,237,135,"Shaw",1,3,6,3,3,3,12,0.75,11.25,0.818181818181818,1.06722020140012
"sfo",1952,"NFL",7,5,0,"",285,221,64,"Shaw",6,4,3,3,4,3,12,0.583333333333333,5.33333333333333,0.727272727272727,0.848175657537086
"sfo",1951,"NFL",7,4,1,"",255,205,50,"Shaw",5,4,3,5,5,3,12,0.583333333333333,4.16666666666667,0.636363636363636,0.496458885958669
"sfo",1950,"NFL",3,9,0,"",213,300,-87,"Shaw",11,10,8,7,10,8,13,0.25,-7.25,0.25,-0.77664276357485
"sfo",1949,"AAFC",9,3,0,"Lost Conf",416,227,189,"Shaw",1,1,3,1,1,1,7,0.75,15.75,1,1.44875445692756
"sfo",1948,"AAFC",12,2,0,"",495,248,247,"Shaw",1,1,2,2,1,2,8,0.857142857142857,17.6428571428571,1,1.51759895003477
"sfo",1947,"AAFC",8,4,2,"",327,264,63,"Shaw",4,2,4,4,4,3,8,0.571428571428571,4.5,0.571428571428571,0.636689709527695
"sfo",1946,"AAFC",9,5,0,"",307,189,118,"Shaw",2,3,2,3,2,2,9,0.642857142857143,8.42857142857143,0.875,1.06739241526704
"sea",2013,"NFL",8,1,0,"",232,149,83,"Carroll",10,13,3,2,4,6,32,0.888888888888889,9.22222222222222,0.903225806451613,1.23520304965872
"sea",2012,"NFL",11,5,0,"Lost Div",412,245,167,"Carroll",9,17,1,4,3,7,32,0.6875,10.4375,0.935483870967742,1.49960284540047
"sea",2011,"NFL",7,9,0,"",321,315,6,"Carroll",23,28,7,9,18,23,32,0.4375,0.375,0.451612903225806,0.0544443813849791
"sea",2010,"NFL",7,9,0,"Lost Div",310,407,-97,"Carroll",23,28,25,27,28,30,32,0.4375,-6.0625,0.129032258064516,-1.00020062330604
"sea",2009,"NFL",5,11,0,"",280,390,-110,"Mora",25,21,25,24,26,25,32,0.3125,-6.875,0.193548387096774,-0.921981729516612
"sea",2008,"NFL",4,12,0,"",294,392,-98,"Holmgren",25,28,25,30,26,30,32,0.25,-6.125,0.193548387096774,-0.914057288592921
"sea",2007,"NFL",10,6,0,"Lost Div",393,291,102,"Holmgren",9,9,6,15,8,10,32,0.625,6.375,0.774193548387097,0.876919155885416
"sea",2006,"NFL",9,7,0,"Lost Div",335,341,-6,"Holmgren",14,19,19,19,15,21,32,0.5625,-0.375,0.548387096774194,-0.0648443020349329
"sea",2005,"NFL",13,3,0,"Lost SB",452,271,181,"Holmgren",1,2,7,16,2,3,32,0.8125,11.3125,0.967741935483871,1.70976240742789
"sea",2004,"NFL",9,7,0,"Lost WC",371,373,-2,"Holmgren",12,8,22,26,16,15,32,0.5625,-0.125,0.516129032258065,-0.0218835602806584
"sea",2003,"NFL",10,6,0,"Lost WC",404,327,77,"Holmgren",7,6,15,19,10,13,32,0.625,4.8125,0.709677419354839,0.780794160651607
"sea",2002,"NFL",7,9,0,"",355,369,-14,"Holmgren",16,7,23,28,19,17,32,0.4375,-0.875,0.419354838709677,-0.157788306582958
"sea",2001,"NFL",9,7,0,"",301,324,-23,"Holmgren",19,25,18,20,16,24,31,0.5625,-1.4375,0.5,-0.234522191877429
"sea",2000,"NFL",6,10,0,"",320,405,-85,"Holmgren",19,19,25,31,25,30,31,0.375,-5.3125,0.2,-0.728303343374878
"sea",1999,"NFL",9,7,0,"Lost WC",338,298,40,"Holmgren",12,23,8,23,12,26,31,0.5625,2.5,0.633333333333333,0.373567575532416
"sea",1998,"NFL",8,8,0,"",372,310,62,"Erickson",10,23,10,27,9,29,30,0.5,3.875,0.724137931034483,0.556886399682512
"sea",1997,"NFL",8,8,0,"",365,362,3,"Erickson",9,3,22,8,15,3,30,0.5,0.1875,0.517241379310345,0.0338653146784169
"sea",1996,"NFL",7,9,0,"",317,376,-59,"Erickson",16,19,24,24,21,22,30,0.4375,-3.6875,0.310344827586207,-0.62554660993018
"sea",1995,"NFL",8,8,0,"",363,366,-3,"Erickson",10,13,23,25,17,21,30,0.5,-0.1875,0.448275862068966,-0.0353877248337555
"sea",1994,"NFL",6,10,0,"",287,323,-36,"Flores",20,24,16,23,18,26,28,0.375,-2.25,0.37037037037037,-0.423265868011466
"sea",1993,"NFL",6,10,0,"",280,314,-34,"Flores",19,23,18,23,21,23,28,0.375,-2.125,0.259259259259259,-0.376781579716174
"sea",1992,"NFL",2,14,0,"",140,312,-172,"Flores",28,28,17,10,28,26,28,0.125,-10.75,0,-1.6931598060354
"sea",1991,"NFL",7,9,0,"",276,261,15,"Knox",20,21,8,8,14,17,28,0.4375,0.9375,0.518518518518519,0.133456167094582
"sea",1990,"NFL",9,7,0,"",306,286,20,"Knox",18,21,11,9,14,15,28,0.5625,1.25,0.518518518518519,0.191506050937625
"sea",1989,"NFL",7,9,0,"",241,327,-86,"Knox",27,26,16,14,22,22,28,0.4375,-5.375,0.222222222222222,-0.873027713167727
"sea",1988,"NFL",9,7,0,"Lost Div",339,329,10,"Knox",12,23,16,24,14,25,28,0.5625,0.625,0.518518518518519,0.126651069218873
"sea",1987,"NFL",9,6,0,"Lost WC",371,314,57,"Knox",6,17,14,22,8,21,28,0.6,3.8,0.740740740740741,0.629314751216604
"sea",1986,"NFL",10,6,0,"",366,293,73,"Knox",10,8,8,22,7,15,28,0.625,4.5625,0.777777777777778,0.746691194601544
"sea",1985,"NFL",8,8,0,"",349,303,46,"Knox",13,18,8,11,9,18,28,0.5,2.875,0.703703703703704,0.442983227720451
"sea",1984,"NFL",12,4,0,"Lost Div",418,282,136,"Knox",5,18,5,6,3,13,28,0.75,8.5,0.925925925925926,1.15028652933967
"sea",1983,"NFL",9,7,0,"Lost Conf",403,397,6,"Knox",6,19,24,27,13,27,28,0.5625,0.375,0.555555555555556,0.0681459763992952
"sea",1982,"NFL",4,5,0,"",127,147,-20,"McCormack,Patera",27,22,5,12,19,19,28,0.444444444444444,-2.22222222222222,0.333333333333333,-0.365116819727999
"sea",1981,"NFL",6,10,0,"",322,388,-66,"Patera",15,20,25,26,21,26,28,0.375,-4.125,0.259259259259259,-0.692248453080308
"sea",1980,"NFL",4,12,0,"",291,408,-117,"Patera",21,21,25,13,25,16,28,0.25,-7.3125,0.111111111111111,-1.19457337656376
"sea",1979,"NFL",9,7,0,"",378,372,6,"Patera",4,7,24,27,16,19,28,0.5625,0.375,0.444444444444444,0.0779379024568795
"sea",1978,"NFL",9,7,0,"",345,358,-13,"Patera",7,3,26,26,14,13,28,0.5625,-0.8125,0.518518518518519,-0.168280709942726
"sea",1977,"NFL",5,9,0,"",282,373,-91,"Patera",8,12,28,27,23,21,28,0.357142857142857,-6.5,0.185185185185185,-1.03276307206992
"sea",1976,"NFL",2,12,0,"",229,429,-200,"Patera",21,19,28,28,26,25,28,0.142857142857143,-14.2857142857143,0.0740740740740741,-1.54888703333467
"ram",2013,"NFL",3,6,0,"",186,226,-40,"Fisher",23,30,20,16,21,27,32,0.333333333333333,-4.44444444444444,0.354838709677419,-0.595278578148781
"ram",2012,"NFL",7,8,1,"",299,348,-49,"Fisher",25,23,14,14,22,20,32,0.4375,-3.0625,0.32258064516129,-0.440003230087563
"ram",2011,"NFL",2,14,0,"",193,407,-214,"Spagnuolo",32,31,26,22,32,30,32,0.125,-13.375,0,-1.94184960273092
"ram",2010,"NFL",7,9,0,"",289,328,-39,"Spagnuolo",26,26,12,19,19,24,32,0.4375,-2.4375,0.419354838709677,-0.402142518648822
"ram",2009,"NFL",1,15,0,"",175,436,-261,"Spagnuolo",32,29,31,29,32,30,32,0.0625,-16.3125,0,-2.18761119458032
"ram",2008,"NFL",2,14,0,"",232,465,-233,"Haslett,Linehan",30,27,31,28,31,28,32,0.125,-14.5625,0.032258064516129,-2.17321783920562
"ram",2007,"NFL",3,13,0,"",263,438,-175,"Linehan",28,24,31,21,32,25,32,0.1875,-10.9375,0,-1.50451815960733
"ram",2006,"NFL",8,8,0,"",367,381,-14,"Linehan",10,6,28,23,18,11,32,0.5,-0.875,0.451612903225806,-0.151303371414843
"ram",2005,"NFL",6,10,0,"",363,429,-66,"Vitt,Martz",11,9,31,30,21,22,32,0.375,-4.125,0.354838709677419,-0.623449275636688
"ram",2004,"NFL",8,8,0,"Lost Div",319,392,-73,"Martz",19,6,25,17,25,8,32,0.5,-4.5625,0.225806451612903,-0.798749950244033
"ram",2003,"NFL",12,4,0,"Lost Div",447,328,119,"Martz",2,9,17,16,3,12,32,0.75,7.4375,0.935483870967742,1.20668188464339
"ram",2002,"NFL",7,9,0,"",316,369,-53,"Martz",23,13,23,13,25,11,32,0.4375,-3.3125,0.225806451612903,-0.597341446349768
"ram",2001,"NFL",14,2,0,"Lost SB",503,273,230,"Martz",1,1,7,3,1,1,31,0.875,14.375,1,2.34522191877429
"ram",2000,"NFL",10,6,0,"Lost WC",540,471,69,"Martz",1,1,31,23,10,1,31,0.625,4.3125,0.7,0.591210949327842
"ram",1999,"NFL",13,3,0,"Won SB",526,242,284,"Vermeil",1,1,4,6,1,1,31,0.8125,17.75,1,2.65232978628015
"ram",1998,"NFL",4,12,0,"",285,378,-93,"Vermeil",24,27,24,10,25,22,30,0.25,-5.8125,0.172413793103448,-0.835329599523768
"ram",1997,"NFL",5,11,0,"",299,359,-60,"Vermeil",23,21,19,17,23,19,30,0.3125,-3.75,0.241379310344828,-0.677306293568338
